Entity,Code,Year,Biofuels Production - PJ - Total
Austria,AUT,2013,4.3538368164
Austria,AUT,2014,3.8296697304
Austria,AUT,2015,4.4318368788
Austria,AUT,2016,4.878003902400001
Austria,AUT,2017,4.5466980818
Austria,AUT,2018,4.489700813980001
Austria,AUT,2019,4.4139479756
Belgium,BEL,1990,0
Belgium,BEL,1991,0
Belgium,BEL,1992,0
Belgium,BEL,1993,0
Belgium,BEL,1994,0
Belgium,BEL,1995,0
Belgium,BEL,1996,0
Belgium,BEL,1997,0
Belgium,BEL,1998,0
Belgium,BEL,1999,0
Belgium,BEL,2000,0
Belgium,BEL,2001,0
Belgium,BEL,2002,0
Belgium,BEL,2003,0
Belgium,BEL,2004,0
Belgium,BEL,2005,0
Belgium,BEL,2006,0
Belgium,BEL,2007,0
Belgium,BEL,2008,0
Belgium,BEL,2009,1.5663063930441121
Belgium,BEL,2010,4.249500729597864
Belgium,BEL,2011,4.906840485469248
Belgium,BEL,2012,5.202568362051361
Belgium,BEL,2013,5.108353656679657
Belgium,BEL,2014,6.68818575054432
Belgium,BEL,2015,4.491276993018721
Belgium,BEL,2016,4.3256540305204565
Belgium,BEL,2017,5.181680865341376
Belgium,BEL,2018,4.935508458403608
Belgium,BEL,2019,5.327481183568898
Brazil,BRA,1990,71.90742762195747
Brazil,BRA,1991,80.298084222401
Brazil,BRA,1992,73.45570354227749
Brazil,BRA,1993,71.13953270986313
Brazil,BRA,1994,78.11926044743475
Brazil,BRA,1995,79.5676475987019
Brazil,BRA,1996,88.23924136210663
Brazil,BRA,1997,96.72978673160333
Brazil,BRA,1998,88.1580817372512
Brazil,BRA,1999,81.04100694223203
Brazil,BRA,2000,66.80061430412786
Brazil,BRA,2001,71.58278912253549
Brazil,BRA,2002,78.58124600430429
Brazil,BRA,2003,90.33877842663743
Brazil,BRA,2004,91.4481680679312
Brazil,BRA,2005,100.1445152086978
Brazil,BRA,2006,111.53406895638852
Brazil,BRA,2007,144.5208441955115
Brazil,BRA,2008,180.1075206486446
Brazil,BRA,2009,177.6662751452892
Brazil,BRA,2010,196.25042168648147
Brazil,BRA,2011,167.50161291389315
Brazil,BRA,2012,171.41356758643133
Brazil,BRA,2013,199.0318114057776
Brazil,BRA,2014,209.35611631571018
Brazil,BRA,2015,224.8478029455632
Brazil,BRA,2016,211.28880774504267
Brazil,BRA,2017,212.13118497665667
Brazil,BRA,2018,256.1750278090042
Brazil,BRA,2019,275.60262098944656
CIS,,1990,0
CIS,,1991,0
CIS,,1992,0
CIS,,1993,0
CIS,,1994,0
CIS,,1995,0
CIS,,1996,0
CIS,,1997,0
CIS,,1998,0
CIS,,1999,0
CIS,,2000,0
CIS,,2001,0
CIS,,2002,0
CIS,,2003,0
CIS,,2004,0
CIS,,2005,0
CIS,,2006,0
CIS,,2007,0.018114317241161616
CIS,,2008,0.08222228800000002
CIS,,2009,0.236389078
CIS,,2010,0.39055586800000003
CIS,,2011,0.318611366
CIS,,2012,0.339166938
CIS,,2013,0.26797160176789686
CIS,,2014,0.28871446520987076
CIS,,2015,0.2620938533235161
CIS,,2016,0.2533243668291614
CIS,,2017,0.25338679730981933
CIS,,2018,0.2571712447818193
CIS,,2019,0.2571712447818193
Canada,CAN,1990,0
Canada,CAN,1991,0
Canada,CAN,1992,0
Canada,CAN,1993,0
Canada,CAN,1994,0
Canada,CAN,1995,0
Canada,CAN,1996,0
Canada,CAN,1997,0
Canada,CAN,1998,0
Canada,CAN,1999,0.615886786199496
Canada,CAN,2000,1.3441319675606058
Canada,CAN,2001,1.4129167448106055
Canada,CAN,2002,1.449145379292929
Canada,CAN,2003,1.449145379292929
Canada,CAN,2004,1.5045045706060605
Canada,CAN,2005,1.7482267072222224
Canada,CAN,2006,2.0051713572222223
Canada,CAN,2007,5.842330010560603
Canada,CAN,2008,6.31251767627274
Canada,CAN,2009,8.850699708784381
Canada,CAN,2010,10.059260841090152
Canada,CAN,2011,11.702627027870772
Canada,CAN,2012,12.204804819104211
Canada,CAN,2013,11.784447747354463
Canada,CAN,2014,13.01543259234358
Canada,CAN,2015,13.545131208318132
Canada,CAN,2016,14.544934383227226
Canada,CAN,2017,15.80929195026125
Canada,CAN,2018,15.519235670479913
Canada,CAN,2019,17.755416039583274
China,CHN,1990,0
China,CHN,1991,0
China,CHN,1992,0
China,CHN,1993,0
China,CHN,1994,0
China,CHN,1995,0
China,CHN,1996,0
China,CHN,1997,0
China,CHN,1998,0
China,CHN,1999,0
China,CHN,2000,0
China,CHN,2001,0.05306070565770863
China,CHN,2002,1.8644924297738703
China,CHN,2003,5.125069533182957
China,CHN,2004,6.296254143260368
China,CHN,2005,8.76511461475261
China,CHN,2006,12.776153330295353
China,CHN,2007,14.058716275662718
China,CHN,2008,17.393541353515147
China,CHN,2009,19.00747575579125
China,CHN,2010,18.478777254571867
China,CHN,2011,22.97990978844779
China,CHN,2012,24.54346724612676
China,CHN,2013,27.284060225445305
China,CHN,2014,30.337464919061407
China,CHN,2015,25.925165947087695
China,CHN,2016,24.85561964941706
China,CHN,2017,30.138844747916234
China,CHN,2018,29.00693019741893
China,CHN,2019,30.920282227520442
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0
Colombia,COL,2001,0
Colombia,COL,2002,0
Colombia,COL,2003,0
Colombia,COL,2004,0
Colombia,COL,2005,0.18114317241161618
Colombia,COL,2006,1.3617595141702148
Colombia,COL,2007,1.4751895423287786
Colombia,COL,2008,1.550282244762112
Colombia,COL,2009,3.3988994002779283
Colombia,COL,2010,5.049761051916582
Colombia,COL,2011,6.40966727948725
Colombia,COL,2012,7.034923494816045
Colombia,COL,2013,7.277854977632435
Colombia,COL,2014,7.559407417171902
Colombia,COL,2015,7.71478466651313
Colombia,COL,2016,7.505431509360711
Colombia,COL,2017,6.8827004515374846
Colombia,COL,2018,8.559782944357961
Colombia,COL,2019,8.162276999764543
Europe,,1990,0.07326905861520001
Europe,,1991,0.08024706419760001
Europe,,1992,0.20241660637759998
Europe,,1993,0.502787247785032
Europe,,1994,1.4007684961694562
Europe,,1995,2.474586997445792
Europe,,1996,3.590219976618128
Europe,,1997,4.590716069405307
Europe,,1998,4.372730085597492
Europe,,1999,5.005119739772589
Europe,,2000,8.130683535468792
Europe,,2001,10.038451034736848
Europe,,2002,13.451886949325841
Europe,,2003,17.00673266387561
Europe,,2004,25.46046144829239
Europe,,2005,34.85099452895415
Europe,,2006,51.32569738886118
Europe,,2007,70.07696796388008
Europe,,2008,90.6412971914339
Europe,,2009,111.46463699544215
Europe,,2010,127.03555167936616
Europe,,2011,124.93192571083618
Europe,,2012,135.4177740040892
Europe,,2013,146.95689658854548
Europe,,2014,162.57556765423425
Europe,,2015,164.23752312741647
Europe,,2016,160.18405730812418
Europe,,2017,179.43029293300813
Europe,,2018,188.82936342488128
Europe,,2019,183.83475889076252
Europe (other),,1990,0
Europe (other),,1991,0
Europe (other),,1992,0.0349444724
Europe (other),,1993,0.057555601600000006
Europe (other),,1994,0.0945556312
Europe (other),,1995,0.1212778748
Europe (other),,1996,0.2014446056
Europe (other),,1997,0.30059171730855927
Europe (other),,1998,0.1765762086770631
Europe (other),,1999,0.3291000489598369
Europe (other),,2000,0.7073543090261057
Europe (other),,2001,1.4240459690347391
Europe (other),,2002,1.536345324802324
Europe (other),,2003,1.6771469603823035
Europe (other),,2004,1.8485912239518352
Europe (other),,2005,2.8407862451552615
Europe (other),,2006,4.117278740560608
Europe (other),,2007,5.330549700118571
Europe (other),,2008,10.34216806475575
Europe (other),,2009,12.276259757261865
Europe (other),,2010,12.357461386871341
Europe (other),,2011,13.560999533747337
Europe (other),,2012,16.1595890651028
Europe (other),,2013,17.206384742663477
Europe (other),,2014,17.423475151965974
Europe (other),,2015,19.61948486231597
Europe (other),,2016,20.740952810600117
Europe (other),,2017,21.860727996778383
Europe (other),,2018,24.166422945445255
Europe (other),,2019,24.77244459777747
Finland,FIN,1990,0
Finland,FIN,1991,0
Finland,FIN,1992,0
Finland,FIN,1993,0
Finland,FIN,1994,0
Finland,FIN,1995,0
Finland,FIN,1996,0
Finland,FIN,1997,0
Finland,FIN,1998,0
Finland,FIN,1999,0
Finland,FIN,2000,0
Finland,FIN,2001,0
Finland,FIN,2002,0
Finland,FIN,2003,0
Finland,FIN,2004,0
Finland,FIN,2005,0
Finland,FIN,2006,0
Finland,FIN,2007,0.42777500221972803
Finland,FIN,2008,0.9794910135921842
Finland,FIN,2009,2.688404580721944
Finland,FIN,2010,3.4959924267917044
Finland,FIN,2011,2.4124477199566323
Finland,FIN,2012,3.0632048905619524
Finland,FIN,2013,3.8393917115109124
Finland,FIN,2014,4.268352974679648
Finland,FIN,2015,5.026059710844553
Finland,FIN,2016,1.271753147401704
Finland,FIN,2017,3.6031978525559767
Finland,FIN,2018,3.270730776582528
Finland,FIN,2019,3.429385627685419
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.026248930999128003
France,FRA,1993,0.29237843390256
France,FRA,1994,0.9494274395413441
France,FRA,1995,1.8613829891052
France,FRA,1996,2.6785539628414563
France,FRA,1997,3.2066029052802727
France,FRA,1998,2.9976697881339125
France,FRA,1999,3.1512556910025364
France,FRA,2000,3.7758686006924647
France,FRA,2001,3.76690186351908
France,FRA,2002,4.034775867818112
France,FRA,2003,4.4300915140703765
France,FRA,2004,4.6438627150872005
France,FRA,2005,7.50170490135912
France,FRA,2006,7.866119612890656
France,FRA,2007,13.113847301069452
France,FRA,2008,24.17895216314626
France,FRA,2009,27.055739634574394
France,FRA,2010,26.374895629899623
France,FRA,2011,26.236742749377413
France,FRA,2012,30.314037931210944
France,FRA,2013,29.494948005939534
France,FRA,2014,31.883903107102082
France,FRA,2015,32.69898067916362
France,FRA,2016,30.657402325902243
France,FRA,2017,32.45514590409595
France,FRA,2018,36.13614851889569
France,FRA,2019,31.39183723723748
Germany,DEU,1990,0
Germany,DEU,1991,0
Germany,DEU,1992,0.051672131337672005
Germany,DEU,1993,0.051672131337672005
Germany,DEU,1994,0.28933137146491206
Germany,DEU,1995,0.361670029335792
Germany,DEU,1996,0.568335294667872
Germany,DEU,1997,0.9300053240036642
Germany,DEU,1998,1.033337956669704
Germany,DEU,1999,1.3433358546678242
Germany,DEU,2000,2.583339076669608
Germany,DEU,2001,3.6166654033300083
Germany,DEU,2002,5.683341316669416
Germany,DEU,2003,6.9129124203255135
Germany,DEU,2004,10.586908367331366
Germany,DEU,2005,16.17637765109177
Germany,DEU,2006,26.602192531737003
Germany,DEU,2007,33.023283488605664
Germany,DEU,2008,29.39071986255708
Germany,DEU,2009,29.409897747899382
Germany,DEU,2010,36.44828633860575
Germany,DEU,2011,35.81368325092368
Germany,DEU,2012,33.56026427818995
Germany,DEU,2013,35.744019495192724
Germany,DEU,2014,40.242469471727595
Germany,DEU,2015,37.11445252487161
Germany,DEU,2016,37.537550002238206
Germany,DEU,2017,38.303158420280006
Germany,DEU,2018,39.60255186867032
Germany,DEU,2019,39.83783649611398
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0
India,IND,1996,0
India,IND,1997,0
India,IND,1998,0
India,IND,1999,0
India,IND,2000,1.0535088394393946
India,IND,2001,1.086859034469696
India,IND,2002,1.1593163034343426
India,IND,2003,1.195544937916666
India,IND,2004,0.23411430246773776
India,IND,2005,0.9611969690483714
India,IND,2006,0.8610757669096653
India,IND,2007,1.1640960311870774
India,IND,2008,1.7929669072741645
India,IND,2009,1.341290861681142
India,IND,2010,2.1860699773667194
India,IND,2011,3.201880543313747
India,IND,2012,3.0531031048541135
India,IND,2013,2.892579611765505
India,IND,2014,3.1565833871517452
India,IND,2015,6.278135486796566
India,IND,2016,7.67213096209372
India,IND,2017,7.000848979424787
India,IND,2018,11.883343977198493
India,IND,2019,14.847687002281043
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0.10277786000000001
Indonesia,IDN,2006,0.5138893000000001
Indonesia,IDN,2007,2.5255007759545602
Indonesia,IDN,2008,5.146336205954561
Indonesia,IDN,2009,1.7497721602193501
Indonesia,IDN,2010,2.2406265840570003
Indonesia,IDN,2011,16.586952029076286
Indonesia,IDN,2012,20.320445824230905
Indonesia,IDN,2013,25.66031456858482
Indonesia,IDN,2014,36.33021749598214
Indonesia,IDN,2015,15.120631805629131
Indonesia,IDN,2016,33.429041317393605
Indonesia,IDN,2017,31.234574710124782
Indonesia,IDN,2018,56.39779180680625
Indonesia,IDN,2019,76.5320229284966
Italy,ITA,1990,0
Italy,ITA,1991,0
Italy,ITA,1992,0
Italy,ITA,1993,0
Italy,ITA,1994,0
Italy,ITA,1995,0
Italy,ITA,1996,0
Italy,ITA,1997,0
Italy,ITA,1998,0
Italy,ITA,1999,0
Italy,ITA,2000,0
Italy,ITA,2001,0
Italy,ITA,2002,0
Italy,ITA,2003,0
Italy,ITA,2004,2.9394499615580885
Italy,ITA,2005,2.055557624444784
Italy,ITA,2006,2.2919491935578886
Italy,ITA,2007,2.076107850884952
Italy,ITA,2008,7.279292603429425
Italy,ITA,2009,8.68581429864588
Italy,ITA,2010,9.04646088716292
Italy,ITA,2011,6.820418956330801
Italy,ITA,2012,3.621736087386553
Italy,ITA,2013,5.312425429936944
Italy,ITA,2014,5.963252380598088
Italy,ITA,2015,6.031555425240481
Italy,ITA,2016,6.093996945193656
Italy,ITA,2017,7.311647289313154
Italy,ITA,2018,7.887739800186793
Italy,ITA,2019,8.846749289784103
Mexico,MEX,1990,0
Mexico,MEX,1991,0
Mexico,MEX,1992,0
Mexico,MEX,1993,0
Mexico,MEX,1994,0
Mexico,MEX,1995,0
Mexico,MEX,1996,0
Mexico,MEX,1997,0
Mexico,MEX,1998,0
Mexico,MEX,1999,0
Mexico,MEX,2000,0
Mexico,MEX,2001,0
Mexico,MEX,2002,0
Mexico,MEX,2003,0
Mexico,MEX,2004,0
Mexico,MEX,2005,0
Mexico,MEX,2006,0
Mexico,MEX,2007,0
Mexico,MEX,2008,0
Mexico,MEX,2009,0
Mexico,MEX,2010,0.06243063208531878
Mexico,MEX,2011,0.09364558584163318
Mexico,MEX,2012,0.10516653687617471
Mexico,MEX,2013,0.0829840838352384
Mexico,MEX,2014,0.08829015440100951
Mexico,MEX,2015,0.05471405673803288
Mexico,MEX,2016,0.14398138565557528
Mexico,MEX,2017,0.14342061760018063
Mexico,MEX,2018,0.14342061760018063
Mexico,MEX,2019,0.14342061760018063
Middle East,,1990,0
Middle East,,1991,0
Middle East,,1992,0
Middle East,,1993,0
Middle East,,1994,0
Middle East,,1995,0
Middle East,,1996,0
Middle East,,1997,0
Middle East,,1998,0
Middle East,,1999,0
Middle East,,2000,0
Middle East,,2001,0
Middle East,,2002,0.09400070257303135
Middle East,,2003,0.10461466198139957
Middle East,,2004,0.08599840301834431
Middle East,,2005,0
Middle East,,2006,0
Middle East,,2007,0
Middle East,,2008,0
Middle East,,2009,0.14357806360324013
Middle East,,2010,0.137335507595591
Middle East,,2011,0.1498206196108893
Middle East,,2012,0.16275040486351947
Middle East,,2013,0.17479084364148553
Middle East,,2014,0.18727595565678387
Middle East,,2015,0.1997607053857373
Middle East,,2016,0.1877890404668025
Middle East,,2017,0.18727595565678387
Middle East,,2018,0.18727595565678387
Middle East,,2019,0.18727595565678387
Netherlands,NLD,1990,0
Netherlands,NLD,1991,0
Netherlands,NLD,1992,0
Netherlands,NLD,1993,0
Netherlands,NLD,1994,0
Netherlands,NLD,1995,0
Netherlands,NLD,1996,0
Netherlands,NLD,1997,0
Netherlands,NLD,1998,0
Netherlands,NLD,1999,0
Netherlands,NLD,2000,0
Netherlands,NLD,2001,0
Netherlands,NLD,2002,0
Netherlands,NLD,2003,0
Netherlands,NLD,2004,0.07265578203030301
Netherlands,NLD,2005,0.036228634482323295
Netherlands,NLD,2006,0.2714724394
Netherlands,NLD,2007,0.952222984
Netherlands,NLD,2008,0.9080840598000001
Netherlands,NLD,2009,2.816113364
Netherlands,NLD,2010,4.544176010514817
Netherlands,NLD,2011,7.843278459481249
Netherlands,NLD,2012,14.843895270954802
Netherlands,NLD,2013,17.386458353600002
Netherlands,NLD,2014,20.90124010944352
Netherlands,NLD,2015,22.543590458953748
Netherlands,NLD,2016,17.777544226264894
Netherlands,NLD,2017,23.130038860250398
Netherlands,NLD,2018,22.397575488020614
Netherlands,NLD,2019,22.002299918609882
North America,,1990,17.669289658007393
North America,,1991,20.47393882582707
North America,,1992,23.278587993646745
North America,,1993,27.279665482525264
North America,,1994,30.460837359671785
North America,,1995,32.084674236742465
North America,,1996,23.0056791789394
North America,,1997,30.4459488797474
North America,,1998,33.20428792704548
North America,,1999,35.23755800203274
North America,,2000,39.683952903141375
North America,,2001,43.42530578575406
North America,,2002,52.38918110719525
North America,,2003,68.21654246620588
North America,,2004,82.9283858196667
North America,,2005,97.16042676983034
North America,,2006,126.10284704859944
North America,,2007,176.90498377784132
North America,,2008,249.77255353244493
North America,,2009,285.19164553919785
North America,,2010,336.2721835849317
North America,,2011,374.4633690881084
North America,,2012,358.97499146760794
North America,,2013,373.06135476278956
North America,,2014,395.6195554096495
North America,,2015,407.2591049523622
North America,,2016,433.20430882663373
North America,,2017,447.79793897332854
North America,,2018,460.2273596034904
North America,,2019,450.41679340159095
Other Asia & Pacific,,1990,0
Other Asia & Pacific,,1991,0
Other Asia & Pacific,,1992,0
Other Asia & Pacific,,1993,0
Other Asia & Pacific,,1994,0
Other Asia & Pacific,,1995,0
Other Asia & Pacific,,1996,0
Other Asia & Pacific,,1997,0
Other Asia & Pacific,,1998,0
Other Asia & Pacific,,1999,0
Other Asia & Pacific,,2000,0
Other Asia & Pacific,,2001,0
Other Asia & Pacific,,2002,0
Other Asia & Pacific,,2003,0.00011630009304000002
Other Asia & Pacific,,2004,0.0011630009304
Other Asia & Pacific,,2005,0.011440786930400001
Other Asia & Pacific,,2006,1.4426033876865951
Other Asia & Pacific,,2007,2.661173685456751
Other Asia & Pacific,,2008,4.541807458977422
Other Asia & Pacific,,2009,5.206259144764595
Other Asia & Pacific,,2010,4.793316345105869
Other Asia & Pacific,,2011,10.011473404808012
Other Asia & Pacific,,2012,13.457398374308756
Other Asia & Pacific,,2013,17.417903632060092
Other Asia & Pacific,,2014,21.329177853920463
Other Asia & Pacific,,2015,22.51183039645091
Other Asia & Pacific,,2016,21.194839436605267
Other Asia & Pacific,,2017,20.43989939513299
Other Asia & Pacific,,2018,21.720471290492327
Other Asia & Pacific,,2019,26.409220663293713
Other S. & Cent. America,,1990,0.8422090650813714
Other S. & Cent. America,,1991,0.8253358931546142
Other S. & Cent. America,,1992,0.7791018168393882
Other S. & Cent. America,,1993,0.61835963271638
Other S. & Cent. America,,1994,0.5723981472585293
Other S. & Cent. America,,1995,0.5175664748342015
Other S. & Cent. America,,1996,0.48568708875003797
Other S. & Cent. America,,1997,0.4428732190124446
Other S. & Cent. America,,1998,0.3647280175426779
Other S. & Cent. America,,1999,0.4124899693287115
Other S. & Cent. America,,2000,0.40072139970978005
Other S. & Cent. America,,2001,0.383267186307926
Other S. & Cent. America,,2002,1.460322297292459
Other S. & Cent. America,,2003,1.864991714031061
Other S. & Cent. America,,2004,1.8327362624804486
Other S. & Cent. America,,2005,1.6938290965706015
Other S. & Cent. America,,2006,3.5058550751900115
Other S. & Cent. America,,2007,4.30028620495699
Other S. & Cent. America,,2008,5.708090592951405
Other S. & Cent. America,,2009,2.2207436393116184
Other S. & Cent. America,,2010,2.2946927444867105
Other S. & Cent. America,,2011,3.183536102286512
Other S. & Cent. America,,2012,3.179102794751312
Other S. & Cent. America,,2013,4.131621253169636
Other S. & Cent. America,,2014,4.654827678989887
Other S. & Cent. America,,2015,4.997827118757025
Other S. & Cent. America,,2016,6.337725581492021
Other S. & Cent. America,,2017,6.275790700763073
Other S. & Cent. America,,2018,7.0298607138404625
Other S. & Cent. America,,2019,7.535211514283362
Poland,POL,1990,0
Poland,POL,1991,0
Poland,POL,1992,0
Poland,POL,1993,0
Poland,POL,1994,0
Poland,POL,1995,0
Poland,POL,1996,0
Poland,POL,1997,0
Poland,POL,1998,0
Poland,POL,1999,0
Poland,POL,2000,0
Poland,POL,2001,0
Poland,POL,2002,0
Poland,POL,2003,0.36228634482323296
Poland,POL,2004,0.07265578203030301
Poland,POL,2005,1.3613011575389686
Poland,POL,2006,1.7857868028006383
Poland,POL,2007,1.202119040565844
Poland,POL,2008,3.3731680874212002
Poland,POL,2009,4.7507313561376
Poland,POL,2010,5.1046945559746
Poland,POL,2011,4.8137196565282
Poland,POL,2012,7.577566339826
Poland,POL,2013,8.1010150085846
Poland,POL,2014,8.7168447790258
Poland,POL,2015,9.456452009600001
Poland,POL,2016,10.762369721000002
Poland,POL,2017,10.719467936678601
Poland,POL,2018,10.5777090732716
Poland,POL,2019,11.155016774006281
Portugal,PRT,1990,0
Portugal,PRT,1991,0
Portugal,PRT,1992,0
Portugal,PRT,1993,0
Portugal,PRT,1994,0
Portugal,PRT,1995,0
Portugal,PRT,1996,0
Portugal,PRT,1997,0
Portugal,PRT,1998,0
Portugal,PRT,1999,0
Portugal,PRT,2000,0
Portugal,PRT,2001,0
Portugal,PRT,2002,0
Portugal,PRT,2003,0
Portugal,PRT,2004,0
Portugal,PRT,2005,0.010612141131541726
Portugal,PRT,2006,0.8177243888891489
Portugal,PRT,2007,1.8858292686622082
Portugal,PRT,2008,1.732906276323912
Portugal,PRT,2009,2.625404820322176
Portugal,PRT,2010,3.30280634224296
Portugal,PRT,2011,3.8410780628599928
Portugal,PRT,2012,3.205311974247528
Portugal,PRT,2013,3.1913327030641203
Portugal,PRT,2014,3.503144882513664
Portugal,PRT,2015,3.7294881235881125
Portugal,PRT,2016,3.463219060573033
Portugal,PRT,2017,3.676606471282824
Portugal,PRT,2018,3.8038155130499764
Portugal,PRT,2019,4.571475450755435
South & Central America,,1990,72.74963668703862
South & Central America,,1991,81.12342011555585
South & Central America,,1992,74.23480535911679
South & Central America,,1993,71.75789234257964
South & Central America,,1994,78.69165859469318
South & Central America,,1995,80.08521407353584
